Title,Movie Link,Year,Duration,MPA,Rating,Votes
384. Brief Interviews with Hideous Men,https://www.imdb.com/title/tt0790627/?ref_=sr_t_384,2009,1h 20m,Not Rated,5.4,3.7K
385. Bluebeard,https://www.imdb.com/title/tt1355623/?ref_=sr_t_385,2009,1h 20m,Not Rated,6.3,1.6K
386. Around a Small Mountain,https://www.imdb.com/title/tt1239285/?ref_=sr_t_386,2009,1h 24m,Not Rated,6.0,789
387. Ahead of Time: The Extraordinary Journey of Ruth Gruber,https://www.imdb.com/title/tt1486548/?ref_=sr_t_387,2009,1h 13m,Not Rated,7.9,83
388. Spoken Word,https://www.imdb.com/title/tt1212443/?ref_=sr_t_388,2009,1h 56m,TV-PG,6.2,122
389. Beyond a Reasonable Doubt,https://www.imdb.com/title/tt1183251/?ref_=sr_t_389,2009,1h 46m,PG-13,5.8,14K
390. The Time That Remains,https://www.imdb.com/title/tt1037163/?ref_=sr_t_390,2009,1h 49m,Not Rated,7.1,2.9K
391. Beetle Queen Conquers Tokyo,https://www.imdb.com/title/tt1339635/?ref_=sr_t_391,2009,1h 30m,,6.2,228
392. Valhalla Rising,https://www.imdb.com/title/tt0862467/?ref_=sr_t_392,2009,1h 33m,Not Rated,6.0,65K
393. Saint Misbehavin': The Wavy Gravy Movie,https://www.imdb.com/title/tt1326259/?ref_=sr_t_393,2009,1h 27m,Not Rated,7.6,152
394. Cracks,https://www.imdb.com/title/tt1183665/?ref_=sr_t_394,2009,1h 44m,R,6.6,21K
395. The Topp Twins: Untouchable Girls,https://www.imdb.com/title/tt1338687/?ref_=sr_t_395,2009,1h 24m,Not Rated,7.3,377
396. Call of the Wild,https://www.imdb.com/title/tt1192620/?ref_=sr_t_396,2009,1h 28m,PG,5.3,931
397. Streetballers,https://www.imdb.com/title/tt0847221/?ref_=sr_t_397,2009,1h 59m,R,5.6,384
398. Garbo: The Spy,https://www.imdb.com/title/tt1344315/?ref_=sr_t_398,2009,1h 28m,Not Rated,7.2,663
399. [Rec]²,https://www.imdb.com/title/tt1245112/?ref_=sr_t_399,2009,1h 25m,R,6.5,81K
400. Tamo i ovde,https://www.imdb.com/title/tt1118045/?ref_=sr_t_400,2009,1h 25m,Not Rated,6.3,1.1K
401. Clash,https://www.imdb.com/title/tt1571565/?ref_=sr_t_401,2009,1h 30m,R,5.9,1.2K
402. Earth Days,https://www.imdb.com/title/tt1230130/?ref_=sr_t_402,2009,1h 30m,,7.0,206
403. The Answer Man,https://www.imdb.com/title/tt1187041/?ref_=sr_t_403,2009,1h 35m,R,6.4,7.4K
404. Eyes Wide Open,https://www.imdb.com/title/tt1424327/?ref_=sr_t_404,2009,1h 31m,Not Rated,7.3,6.6K
405. October Country,https://www.imdb.com/title/tt1326831/?ref_=sr_t_405,2009,1h 20m,Not Rated,6.8,273
406. Perestroika,https://www.imdb.com/title/tt1001540/?ref_=sr_t_406,2009,1h 56m,Not Rated,4.3,163
407. Caesar and Otto's Summer Camp Massacre,https://www.imdb.com/title/tt1196601/?ref_=sr_t_407,2009,1h 16m,Not Rated,3.5,276
408. The Exploding Girl,https://www.imdb.com/title/tt1294161/?ref_=sr_t_408,2009,1h 19m,Unrated,6.2,2K
409. Henri-Georges Clouzot's Inferno,https://www.imdb.com/title/tt1433528/?ref_=sr_t_409,2009,1h 40m,Not Rated,7.4,2K
410. The Other Woman,https://www.imdb.com/title/tt1032825/?ref_=sr_t_410,2009,1h 42m,R,6.3,20K
411. Serious Moonlight,https://www.imdb.com/title/tt1133993/?ref_=sr_t_411,2009,1h 21m,R,5.3,9K
412. Death of the Virgin,https://www.imdb.com/title/tt1524170/?ref_=sr_t_412,2009,1h 43m,Not Rated,3.3,202
413. Fresh,https://www.imdb.com/title/tt1637620/?ref_=sr_t_413,2009,1h 12m,Not Rated,7.4,289
414. Kal Kissne Dekha,https://www.imdb.com/title/tt1324078/?ref_=sr_t_414,2009,2h 14m,,3.6,521
415. Coyote County Loser,https://www.imdb.com/title/tt1144541/?ref_=sr_t_415,2009,1h 32m,PG,6.1,253
416. The Big Gay Musical,https://www.imdb.com/title/tt1332100/?ref_=sr_t_416,2009,1h 27m,Unrated,6.5,1.8K
417. Videocracy,https://www.imdb.com/title/tt1500516/?ref_=sr_t_417,2009,1h 25m,Not Rated,6.5,1.9K
418. Weather Girl,https://www.imdb.com/title/tt1085515/?ref_=sr_t_418,2009,1h 32m,R,5.8,3.4K
419. Happy Tears,https://www.imdb.com/title/tt1219828/?ref_=sr_t_419,2009,1h 32m,R,5.2,1.6K
420. All's Faire in Love,https://www.imdb.com/title/tt1034090/?ref_=sr_t_420,2009,1h 44m,PG-13,4.8,1.1K
421. Daddy Longlegs,https://www.imdb.com/title/tt1426362/?ref_=sr_t_421,2009,1h 40m,TV-14,6.9,3.1K
422. Toe to Toe,https://www.imdb.com/title/tt1209364/?ref_=sr_t_422,2009,1h 44m,Not Rated,5.4,524
423. The Good Heart,https://www.imdb.com/title/tt0808285/?ref_=sr_t_423,2009,1h 39m,R,6.8,5.2K
424. Double Take,https://www.imdb.com/title/tt1386926/?ref_=sr_t_424,2009,1h 20m,Not Rated,6.1,703
425. If I Die Tonight,https://www.imdb.com/title/tt1489185/?ref_=sr_t_425,2009,1h 34m,PG-13,6.9,58
426. Harmony and Me,https://www.imdb.com/title/tt1196165/?ref_=sr_t_426,2009,1h 15m,Not Rated,6.2,471
427. The Open Road,https://www.imdb.com/title/tt1007018/?ref_=sr_t_427,2009,1h 30m,PG-13,5.5,3.8K
428. Dev.D,https://www.imdb.com/title/tt1327035/?ref_=sr_t_428,2009,2h 24m,Not Rated,7.9,33K
429. Off and Running,https://www.imdb.com/title/tt1083853/?ref_=sr_t_429,2009,1h 16m,Not Rated,6.4,143
430. Women in Trouble,https://www.imdb.com/title/tt1247704/?ref_=sr_t_430,2009,1h 32m,R,5.6,6.7K
431. Dare,https://www.imdb.com/title/tt1241316/?ref_=sr_t_431,2009,1h 32m,R,5.8,4.5K
432. Great Directors,https://www.imdb.com/title/tt1445683/?ref_=sr_t_432,2009,1h 30m,Not Rated,6.4,513
433. The Missing Person,https://www.imdb.com/title/tt1105512/?ref_=sr_t_433,2009,1h 35m,Not Rated,6.0,1.8K
434. Bitch Slap,https://www.imdb.com/title/tt1212974/?ref_=sr_t_434,2009,1h 49m,R,4.5,14K
435. My Suicide,https://www.imdb.com/title/tt0492896/?ref_=sr_t_435,2009,1h 47m,Not Rated,7.1,2.6K
436. April Showers,https://www.imdb.com/title/tt1212451/?ref_=sr_t_436,2009,1h 34m,R,5.6,1K
437. Splinterheads,https://www.imdb.com/title/tt1254696/?ref_=sr_t_437,2009,1h 34m,R,5.8,1.6K
438. Storm,https://www.imdb.com/title/tt0768239/?ref_=sr_t_438,2009,1h 45m,Not Rated,6.9,1.4K
439. Five Minutes of Heaven,https://www.imdb.com/title/tt1238291/?ref_=sr_t_439,2009,1h 29m,R,6.5,13K
440. Kung Fu Joe,https://www.imdb.com/title/tt1378274/?ref_=sr_t_440,2009,1h 29m,Not Rated,2.3,242
441. Daddy Cool: Join the Fun,https://www.imdb.com/title/tt1404573/?ref_=sr_t_441,2009,1h 42m,,3.8,436
442. Nobody,https://www.imdb.com/title/tt1230155/?ref_=sr_t_442,2009,1h 28m,PG-13,5.2,145
443. Don McKay,https://www.imdb.com/title/tt1281374/?ref_=sr_t_443,2009,1h 27m,R,5.8,2.5K
444. Paper Man,https://www.imdb.com/title/tt0437405/?ref_=sr_t_444,2009,1h 50m,R,6.5,21K
445. Handsome Harry,https://www.imdb.com/title/tt1318001/?ref_=sr_t_445,2009,1h 34m,R,6.1,2.2K
446. Back Door Channels: The Price of Peace,https://www.imdb.com/title/tt1450633/?ref_=sr_t_446,2009,1h 35m,,7.5,51
447. The Kids Grow Up,https://www.imdb.com/title/tt1321332/?ref_=sr_t_447,2009,1h 30m,Unrated,6.8,169
448. Defamation,https://www.imdb.com/title/tt1377278/?ref_=sr_t_448,2009,1h 31m,Not Rated,7.4,1.9K
449. Picture Me,https://www.imdb.com/title/tt1459052/?ref_=sr_t_449,2009,1h 22m,Not Rated,6.3,560
450. White Wedding,https://www.imdb.com/title/tt1213929/?ref_=sr_t_450,2009,1h 33m,PG-13,6.1,652
451. One Peace at a Time,https://www.imdb.com/title/tt1458956/?ref_=sr_t_451,2009,1h 23m,Not Rated,7.2,71
452. After the Cup: Sons of Sakhnin United,https://www.imdb.com/title/tt1616504/?ref_=sr_t_452,2009,1h 24m,,7.1,18
453. Peter and Vandy,https://www.imdb.com/title/tt1144551/?ref_=sr_t_453,2009,1h 35m,Not Rated,6.3,1.6K
454. Children of Invention,https://www.imdb.com/title/tt1322282/?ref_=sr_t_454,2009,1h 26m,Not Rated,6.5,667
455. The Woman with the 5 Elephants,https://www.imdb.com/title/tt1510726/?ref_=sr_t_455,2009,1h 33m,Not Rated,7.6,331
456. I Hate Valentine's Day,https://www.imdb.com/title/tt0762105/?ref_=sr_t_456,2009,1h 38m,PG-13,4.7,8.9K
457. Spring Fever,https://www.imdb.com/title/tt1422119/?ref_=sr_t_457,2009,1h 56m,,6.4,1.8K
458. Waiting for Armageddon,https://www.imdb.com/title/tt1372746/?ref_=sr_t_458,2009,1h 14m,Not Rated,6.3,394
459. The Milk of Sorrow,https://www.imdb.com/title/tt1206488/?ref_=sr_t_459,2009,1h 34m,,6.7,7.5K
"460. Hugh Hefner: Playboy, Activist and Rebel",https://www.imdb.com/title/tt1503776/?ref_=sr_t_460,2009,2h 4m,R,7.0,757
461. Act of God,https://www.imdb.com/title/tt1339043/?ref_=sr_t_461,2009,1h 15m,TV-G,5.0,217
462. Down Terrace,https://www.imdb.com/title/tt1489167/?ref_=sr_t_462,2009,1h 29m,R,6.4,4.3K
463. The River Within,https://www.imdb.com/title/tt1292655/?ref_=sr_t_463,2009,1h 42m,TV-G,5.3,204
464. Endgame,https://www.imdb.com/title/tt1217616/?ref_=sr_t_464,2009,1h 49m,PG-13,6.2,2.9K
465. Mammoth,https://www.imdb.com/title/tt1038043/?ref_=sr_t_465,2009,2h 5m,Not Rated,6.8,11K
466. Wonderful World,https://www.imdb.com/title/tt0857275/?ref_=sr_t_466,2009,1h 29m,R,6.0,2.5K
467. The Janky Promoters,https://www.imdb.com/title/tt1210071/?ref_=sr_t_467,2009,1h 25m,R,5.1,1.9K
468. Brotherhood,https://www.imdb.com/title/tt1327820/?ref_=sr_t_468,2009,1h 37m,R,7.0,3.4K
469. Only When I Dance,https://www.imdb.com/title/tt1393744/?ref_=sr_t_469,2009,1h 18m,Not Rated,6.9,273
470. I'm Glad My Mother Is Alive,https://www.imdb.com/title/tt1406161/?ref_=sr_t_470,2009,1h 31m,Not Rated,6.7,593
471. Winter of Frozen Dreams,https://www.imdb.com/title/tt0960098/?ref_=sr_t_471,2009,1h 32m,R,4.6,933
472. Grace,https://www.imdb.com/title/tt1220213/?ref_=sr_t_472,2009,1h 25m,R,5.2,8.3K
473. Freedom,https://www.imdb.com/title/tt1495823/?ref_=sr_t_473,2009,1h 51m,,7.2,1.4K
474. Reunion,https://www.imdb.com/title/tt1193630/?ref_=sr_t_474,2009,1h 30m,,4.1,131
475. Stolen,https://www.imdb.com/title/tt1139282/?ref_=sr_t_475,2009,1h 31m,R,6.1,6.1K
476. Mugabe and the White African,https://www.imdb.com/title/tt1437235/?ref_=sr_t_476,2009,1h 30m,Not Rated,7.7,983
477. Tales from the Script,https://www.imdb.com/title/tt1045642/?ref_=sr_t_477,2009,1h 45m,Not Rated,7.1,1.6K
478. The Thorn in the Heart,https://www.imdb.com/title/tt1424062/?ref_=sr_t_478,2009,1h 26m,Not Rated,6.1,510
479. London River,https://www.imdb.com/title/tt1227787/?ref_=sr_t_479,2009,1h 24m,Not Rated,6.9,3.9K
480. Domain,https://www.imdb.com/title/tt1500701/?ref_=sr_t_480,2009,1h 50m,Not Rated,5.7,200
481. Last Ride,https://www.imdb.com/title/tt1235142/?ref_=sr_t_481,2009,1h 30m,Not Rated,6.6,2.6K
482. Finding Bliss,https://www.imdb.com/title/tt1185242/?ref_=sr_t_482,2009,1h 36m,R,5.2,2.7K
483. Mercy,https://www.imdb.com/title/tt1235200/?ref_=sr_t_483,2009,1h 27m,R,5.9,1.4K
484. The Red Chapel,https://www.imdb.com/title/tt1546653/?ref_=sr_t_484,2009,1h 28m,Not Rated,7.2,2.2K
485. The Bride & The Grooms,https://www.imdb.com/title/tt1436468/?ref_=sr_t_485,2009,1h 39m,,7.4,12
486. Sweethearts of the Prison Rodeo,https://www.imdb.com/title/tt1095414/?ref_=sr_t_486,2009,1h 30m,Not Rated,7.5,66
487. Rage,https://www.imdb.com/title/tt1151923/?ref_=sr_t_487,2009,1h 29m,,6.3,1.2K
488. Whiz Kids,https://www.imdb.com/title/tt1303821/?ref_=sr_t_488,2009,1h 22m,,8.5,9
489. Speed-Dating,https://www.imdb.com/title/tt1343110/?ref_=sr_t_489,2009,1h 38m,R,2.8,412
490. Dhoondte Reh Jaoge,https://www.imdb.com/title/tt1391544/?ref_=sr_t_490,2009,2h 11m,,5.6,940
491. The Strip,https://www.imdb.com/title/tt0843876/?ref_=sr_t_491,2009,1h 31m,PG-13,7.6,160
492. Tanner Hall,https://www.imdb.com/title/tt1151410/?ref_=sr_t_492,2009,1h 36m,R,5.7,4.1K
493. Hadewijch,https://www.imdb.com/title/tt1257562/?ref_=sr_t_493,2009,1h 45m,Not Rated,6.7,2.2K
494. Ferlinghetti: A Rebirth of Wonder,https://www.imdb.com/title/tt1251754/?ref_=sr_t_494,2009,1h 13m,Not Rated,6.9,51
495. The Ministers,https://www.imdb.com/title/tt0880570/?ref_=sr_t_495,2009,1h 29m,R,4.4,1.5K
496. The Flower of Kim Jong II,https://www.imdb.com/title/tt1180311/?ref_=sr_t_496,2009,1h 15m,Not Rated,6.7,949
497. Corked,https://www.imdb.com/title/tt1031562/?ref_=sr_t_497,2009,1h 30m,PG-13,6.5,62
498. The Marc Pease Experience,https://www.imdb.com/title/tt0913413/?ref_=sr_t_498,2009,1h 24m,PG-13,4.0,2.4K
499. Morrer Como Um Homem,https://www.imdb.com/title/tt1424361/?ref_=sr_t_499,2009,2h 14m,Unrated,6.4,1.3K
500. Just Say Love,https://www.imdb.com/title/tt1247397/?ref_=sr_t_500,2009,1h 15m,Not Rated,6.0,611
501. In/Significant Others,https://www.imdb.com/title/tt1217259/?ref_=sr_t_501,2009,1h 39m,Not Rated,5.7,63
502. Heartless,https://www.imdb.com/title/tt1220214/?ref_=sr_t_502,2009,1h 54m,,5.9,10K
503. Mr. Nobody,https://www.imdb.com/title/tt0485947/?ref_=sr_t_503,2009,2h 21m,R,7.7,250K
504. Ricky,https://www.imdb.com/title/tt1189076/?ref_=sr_t_504,2009,1h 29m,Not Rated,5.8,3.3K
505. Gooby,https://www.imdb.com/title/tt1132588/?ref_=sr_t_505,2009,1h 35m,PG,2.9,1K
506. Plastic Planet,https://www.imdb.com/title/tt1292648/?ref_=sr_t_506,2009,1h 35m,TV-G,7.2,1.2K
507. My Year Without Sex,https://www.imdb.com/title/tt1245358/?ref_=sr_t_507,2009,1h 36m,Not Rated,5.8,921
508. The Afterlight,https://www.imdb.com/title/tt0999963/?ref_=sr_t_508,2009,1h 27m,Not Rated,7.6,54
509. Protector,https://www.imdb.com/title/tt1348318/?ref_=sr_t_509,2009,1h 38m,Not Rated,7.1,914
510. Altiplano,https://www.imdb.com/title/tt1318022/?ref_=sr_t_510,2009,1h 49m,Not Rated,6.9,764
511. Boogie Woogie,https://www.imdb.com/title/tt1134664/?ref_=sr_t_511,2009,1h 34m,R,5.1,4.2K
512. Daniel and Ana,https://www.imdb.com/title/tt1392888/?ref_=sr_t_512,2009,1h 30m,Not Rated,6.1,2.1K
513. The Pool Boys,https://www.imdb.com/title/tt0807028/?ref_=sr_t_513,2009,1h 47m,R,4.6,2.7K
514. You Wont Miss Me,https://www.imdb.com/title/tt1249443/?ref_=sr_t_514,2009,1h 21m,Not Rated,4.9,357
515. The Girl,https://www.imdb.com/title/tt1342378/?ref_=sr_t_515,2009,1h 40m,,6.7,1.6K
516. Falling Awake,https://www.imdb.com/title/tt1043756/?ref_=sr_t_516,2009,1h 50m,R,5.9,195
517. The Temptation of St. Tony,https://www.imdb.com/title/tt1247696/?ref_=sr_t_517,2009,1h 54m,,7.1,1.4K
518. Sikandar,https://www.imdb.com/title/tt1278447/?ref_=sr_t_518,2009,1h 50m,,6.3,299
519. A Mother's Courage: Talking Back to Autism,https://www.imdb.com/title/tt1343113/?ref_=sr_t_519,2009,1h 43m,TV-G,7.3,274
520. The Canyon,https://www.imdb.com/title/tt0960741/?ref_=sr_t_520,2009,1h 42m,R,5.8,5.2K
521. Ghosted,https://www.imdb.com/title/tt1252595/?ref_=sr_t_521,2009,1h 29m,Not Rated,4.6,402
522. Drool,https://www.imdb.com/title/tt1268962/?ref_=sr_t_522,2009,1h 25m,Not Rated,5.8,829
523. Little Girl,https://www.imdb.com/title/tt1426371/?ref_=sr_t_523,2009,1h 40m,Not Rated,7.1,746
524. Strangers Online,https://www.imdb.com/title/tt0804536/?ref_=sr_t_524,2009,1h 47m,R,4.0,39
525. 45365,https://www.imdb.com/title/tt1337139/?ref_=sr_t_525,2009,1h 30m,,7.2,303
526. Perrier's Bounty,https://www.imdb.com/title/tt1003034/?ref_=sr_t_526,2009,1h 28m,R,6.3,7.6K
527. Redneck Carnage,https://www.imdb.com/title/tt1235168/?ref_=sr_t_527,2009,1h 39m,Not Rated,5.1,36
528. Nativity!,https://www.imdb.com/title/tt1242447/?ref_=sr_t_528,2009,1h 45m,PG,6.5,14K
529. Triangle,https://www.imdb.com/title/tt1187064/?ref_=sr_t_529,2009,1h 39m,R,6.9,136K
530. Hachi: A Dog's Tale,https://www.imdb.com/title/tt1028532/?ref_=sr_t_530,2009,1h 33m,G,8.1,322K
531. Mary and Max,https://www.imdb.com/title/tt0978762/?ref_=sr_t_531,2009,1h 32m,Not Rated,8.1,193K
532. The Horde,https://www.imdb.com/title/tt1183276/?ref_=sr_t_532,2009,1h 30m,Not Rated,5.9,17K
533. From Time to Time,https://www.imdb.com/title/tt1031241/?ref_=sr_t_533,2009,1h 32m,PG,6.7,6.3K
534. The New Daughter,https://www.imdb.com/title/tt0951335/?ref_=sr_t_534,2009,1h 48m,PG-13,5.3,17K
535. Exam,https://www.imdb.com/title/tt1258197/?ref_=sr_t_535,2009,1h 41m,Not Rated,6.7,129K
536. Beautiful Kate,https://www.imdb.com/title/tt1209377/?ref_=sr_t_536,2009,1h 40m,R,6.6,4.2K
537. Vampire Killers,https://www.imdb.com/title/tt1020885/?ref_=sr_t_537,2009,1h 26m,R,5.1,21K
538. Dorian Gray,https://www.imdb.com/title/tt1235124/?ref_=sr_t_538,2009,1h 52m,R,6.2,69K
539. Solomon Kane,https://www.imdb.com/title/tt0970452/?ref_=sr_t_539,2009,1h 44m,R,6.1,78K
"540. Sex, Party & Lies",https://www.imdb.com/title/tt0822833/?ref_=sr_t_540,2009,1h 47m,,3.9,3K
541. Grotesque,https://www.imdb.com/title/tt1352369/?ref_=sr_t_541,2009,1h 13m,Not Rated,4.7,7.8K
542. The Descent: Part 2,https://www.imdb.com/title/tt1073105/?ref_=sr_t_542,2009,1h 34m,R,5.7,53K
543. The Loved Ones,https://www.imdb.com/title/tt1316536/?ref_=sr_t_543,2009,1h 24m,R,6.6,45K
544. Horsemen,https://www.imdb.com/title/tt0892767/?ref_=sr_t_544,2009,1h 30m,R,5.5,25K
545. The Rebound,https://www.imdb.com/title/tt1205535/?ref_=sr_t_545,2009,1h 35m,R,6.3,51K
546. Timer,https://www.imdb.com/title/tt1179794/?ref_=sr_t_546,2009,1h 39m,R,6.5,14K
547. Redline,https://www.imdb.com/title/tt1483797/?ref_=sr_t_547,2009,1h 42m,Not Rated,7.5,18K
548. Polytechnique,https://www.imdb.com/title/tt1194238/?ref_=sr_t_548,2009,1h 17m,Not Rated,7.2,20K
549. Blood and Bone,https://www.imdb.com/title/tt0346631/?ref_=sr_t_549,2009,1h 33m,R,6.7,37K
550. Stan Helsing,https://www.imdb.com/title/tt1185266/?ref_=sr_t_550,2009,1h 30m,R,3.6,15K
1. Toy Story 3,https://www.imdb.com/title/tt0435761/?ref_=sr_t_1,2010,1h 43m,G,8.3,918K
2. Alice in Wonderland,https://www.imdb.com/title/tt1014759/?ref_=sr_t_2,2010,1h 48m,PG,6.4,450K
3. Iron Man 2,https://www.imdb.com/title/tt1228705/?ref_=sr_t_3,2010,2h 4m,PG-13,6.9,890K
4. The Twilight Saga: Eclipse,https://www.imdb.com/title/tt1325004/?ref_=sr_t_4,2010,2h 4m,PG-13,5.1,267K
5. Harry Potter and the Deathly Hallows: Part 1,https://www.imdb.com/title/tt0926084/?ref_=sr_t_5,2010,2h 26m,PG-13,7.7,620K
6. Inception,https://www.imdb.com/title/tt1375666/?ref_=sr_t_6,2010,2h 28m,PG-13,8.8,2.6M
7. Despicable Me,https://www.imdb.com/title/tt1323594/?ref_=sr_t_7,2010,1h 35m,PG,7.6,601K
8. Shrek Forever After,https://www.imdb.com/title/tt0892791/?ref_=sr_t_8,2010,1h 33m,PG,6.3,231K
9. How to Train Your Dragon,https://www.imdb.com/title/tt0892769/?ref_=sr_t_9,2010,1h 38m,PG,8.1,827K
10. Tangled,https://www.imdb.com/title/tt0398286/?ref_=sr_t_10,2010,1h 40m,PG,7.7,511K
11. The Karate Kid,https://www.imdb.com/title/tt1155076/?ref_=sr_t_11,2010,2h 20m,PG,6.2,213K
12. Tron: Legacy,https://www.imdb.com/title/tt1104001/?ref_=sr_t_12,2010,2h 5m,PG,6.8,362K
13. True Grit,https://www.imdb.com/title/tt1403865/?ref_=sr_t_13,2010,1h 50m,PG-13,7.6,364K
14. Clash of the Titans,https://www.imdb.com/title/tt0800320/?ref_=sr_t_14,2010,1h 46m,PG-13,5.8,297K
15. Grown Ups,https://www.imdb.com/title/tt1375670/?ref_=sr_t_15,2010,1h 42m,PG-13,6.0,289K
16. Little Fockers,https://www.imdb.com/title/tt0970866/?ref_=sr_t_16,2010,1h 38m,PG-13,5.5,122K
17. Megamind,https://www.imdb.com/title/tt1001526/?ref_=sr_t_17,2010,1h 35m,PG,7.3,305K
18. The King's Speech,https://www.imdb.com/title/tt1504320/?ref_=sr_t_18,2010,1h 58m,R,8.0,717K
19. The Last Airbender,https://www.imdb.com/title/tt0938283/?ref_=sr_t_19,2010,1h 43m,PG,4.0,177K
20. Shutter Island,https://www.imdb.com/title/tt1130884/?ref_=sr_t_20,2010,2h 18m,R,8.2,1.5M
21. The Other Guys,https://www.imdb.com/title/tt1386588/?ref_=sr_t_21,2010,1h 47m,PG-13,6.7,295K
22. Salt,https://www.imdb.com/title/tt0944835/?ref_=sr_t_22,2010,1h 40m,PG-13,6.5,335K
23. Jackass 3D,https://www.imdb.com/title/tt1116184/?ref_=sr_t_23,2010,1h 34m,R,7.0,69K
24. Valentine's Day,https://www.imdb.com/title/tt0817230/?ref_=sr_t_24,2010,2h 5m,PG-13,5.7,127K
25. Black Swan,https://www.imdb.com/title/tt0947798/?ref_=sr_t_25,2010,1h 48m,R,8.0,847K
26. Robin Hood,https://www.imdb.com/title/tt0955308/?ref_=sr_t_26,2010,2h 20m,PG-13,6.6,288K
27. The Chronicles of Narnia: The Voyage of the Dawn Treader,https://www.imdb.com/title/tt0980970/?ref_=sr_t_27,2010,1h 53m,PG,6.3,170K
28. The Expendables,https://www.imdb.com/title/tt1320253/?ref_=sr_t_28,2010,1h 43m,R,6.4,370K
29. Due Date,https://www.imdb.com/title/tt1231583/?ref_=sr_t_29,2010,1h 35m,R,6.5,362K
30. Yogi Bear,https://www.imdb.com/title/tt1302067/?ref_=sr_t_30,2010,1h 20m,PG,4.6,24K
31. Date Night,https://www.imdb.com/title/tt1279935/?ref_=sr_t_31,2010,1h 28m,PG-13,6.3,175K
32. The Social Network,https://www.imdb.com/title/tt1285016/?ref_=sr_t_32,2010,2h,PG-13,7.8,778K
33. Sex and the City 2,https://www.imdb.com/title/tt1261945/?ref_=sr_t_33,2010,2h 26m,R,4.5,86K
34. The Book of Eli,https://www.imdb.com/title/tt1037705/?ref_=sr_t_34,2010,1h 58m,R,6.8,347K
35. The Fighter,https://www.imdb.com/title/tt0964517/?ref_=sr_t_35,2010,1h 56m,R,7.8,396K
36. The Town,https://www.imdb.com/title/tt0840361/?ref_=sr_t_36,2010,2h 5m,R,7.5,425K
37. Prince of Persia: The Sands of Time,https://www.imdb.com/title/tt0473075/?ref_=sr_t_37,2010,1h 56m,PG-13,6.5,309K
38. RED,https://www.imdb.com/title/tt1245526/?ref_=sr_t_38,2010,1h 51m,PG-13,7.0,330K
39. Percy Jackson & the Olympians: The Lightning Thief,https://www.imdb.com/title/tt0814255/?ref_=sr_t_39,2010,1h 58m,PG,5.9,207K
40. Paranormal Activity 2,https://www.imdb.com/title/tt1536044/?ref_=sr_t_40,2010,1h 31m,R,5.7,112K
41. Unstoppable,https://www.imdb.com/title/tt0477080/?ref_=sr_t_41,2010,1h 38m,PG-13,6.8,212K
42. Eat Pray Love,https://www.imdb.com/title/tt0879870/?ref_=sr_t_42,2010,2h 13m,PG-13,5.8,109K
43. Dear John,https://www.imdb.com/title/tt0989757/?ref_=sr_t_43,2010,1h 48m,PG-13,6.3,160K
44. The A-Team,https://www.imdb.com/title/tt0429493/?ref_=sr_t_44,2010,1h 57m,PG-13,6.7,272K
45. Knight and Day,https://www.imdb.com/title/tt1013743/?ref_=sr_t_45,2010,1h 49m,PG-13,6.3,214K
46. Dinner for Schmucks,https://www.imdb.com/title/tt0427152/?ref_=sr_t_46,2010,1h 54m,PG-13,5.9,113K
47. The Tourist,https://www.imdb.com/title/tt1243957/?ref_=sr_t_47,2010,1h 43m,PG-13,6.0,261K
48. The Bounty Hunter,https://www.imdb.com/title/tt1038919/?ref_=sr_t_48,2010,1h 50m,PG-13,5.5,136K
49. Diary of a Wimpy Kid,https://www.imdb.com/title/tt1196141/?ref_=sr_t_49,2010,1h 34m,PG,6.2,60K
50. The Sorcerer's Apprentice,https://www.imdb.com/title/tt0963966/?ref_=sr_t_50,2010,1h 49m,PG,6.1,172K
51. A Nightmare on Elm Street,https://www.imdb.com/title/tt1179056/?ref_=sr_t_51,2010,1h 35m,R,5.2,110K
52. The Last Song,https://www.imdb.com/title/tt1294226/?ref_=sr_t_52,2010,1h 47m,PG,6.0,94K
53. The Wolfman,https://www.imdb.com/title/tt0780653/?ref_=sr_t_53,2010,1h 43m,R,5.8,114K
54. Get Him to the Greek,https://www.imdb.com/title/tt1226229/?ref_=sr_t_54,2010,1h 49m,R,6.3,187K
55. Resident Evil: Afterlife,https://www.imdb.com/title/tt1220634/?ref_=sr_t_55,2010,1h 36m,R,5.8,182K
56. Why Did I Get Married Too?,https://www.imdb.com/title/tt1391137/?ref_=sr_t_56,2010,2h 1m,PG-13,4.7,10K
57. Tooth Fairy,https://www.imdb.com/title/tt0808510/?ref_=sr_t_57,2010,1h 41m,PG,5.0,51K
58. Secretariat,https://www.imdb.com/title/tt1028576/?ref_=sr_t_58,2010,2h 3m,PG,7.2,31K
59. Easy A,https://www.imdb.com/title/tt1282140/?ref_=sr_t_59,2010,1h 32m,PG-13,7.0,427K
60. Takers,https://www.imdb.com/title/tt1135084/?ref_=sr_t_60,2010,1h 47m,PG-13,6.2,67K
61. Legend of the Guardians: The Owls of Ga'Hoole,https://www.imdb.com/title/tt1219342/?ref_=sr_t_61,2010,1h 37m,PG,6.9,89K
